,Method,aligned_circular_agreement,mean_abs_wrapped_error,radius_cv,noise,density_ratio,seed,k,n_points
1,LE,0.9977752805671896,0.05494046800129033,0.07840624762274637,0.0,1.0,33,10,500
0,DM,0.9960109427650047,0.07476105055185107,0.07172249163877391,0.0,1.0,34,10,500
1,LE,0.9953318415691952,0.08241177614378921,0.08017109694087407,0.0,1.0,34,10,500
0,DM,0.997493411868975,0.05499601312947615,0.07938556299987812,0.0,1.0,35,10,500
1,LE,0.9974381107551603,0.05572357937821315,0.07891980979709284,0.0,1.0,35,10,500
0,DM,0.9925692239515961,0.10160539780108446,0.07495610561739895,0.0,1.0,36,10,500
1,LE,0.9927130942595002,0.10175978515280108,0.07484210054253174,0.0,1.0,36,10,500
0,DM,0.995819976648384,0.0676653566505237,0.08942666112990623,0.0,1.0,37,10,500
1,LE,0.9939380118966398,0.08006298040559245,0.09937131519955954,0.0,1.0,37,10,500
0,DM,0.9987929806283212,0.03674858743679404,0.07589343445892012,0.0,1.0,38,10,500
1,LE,0.9986971558815401,0.038569314341734544,0.07630473159001301,0.0,1.0,38,10,500
0,DM,0.9985799176158761,0.04161788781270236,0.08013084171766265,0.0,1.0,39,10,500
1,LE,0.9985466138867163,0.03995201195361093,0.08566241904955678,0.0,1.0,39,10,500
0,DM,0.9983480049277207,0.044419647647113425,0.07445998775235248,0.0,1.0,40,10,500
1,LE,0.9984371659123655,0.04258810832317919,0.07720545791577944,0.0,1.0,40,10,500
0,DM,0.997031812167924,0.05450980355667994,0.08547128989423132,0.0,1.0,41,10,500
1,LE,0.996587284733949,0.05737815811891312,0.08886031606692557,0.0,1.0,41,10,500
0,DM,0.9981335351854992,0.04675620852296816,0.07571097810557889,0.0,1.0,42,10,500
1,LE,0.9973313887283416,0.05485892955713426,0.0791919665552594,0.0,1.0,42,10,500
0,DM,0.9945137770314315,0.07813061768066035,0.10338727834369549,0.0,1.0,43,10,500
1,LE,0.9912467574613636,0.0965877925690391,0.11815738175386416,0.0,1.0,43,10,500
0,DM,0.998959771060122,0.03838786650256617,0.07384632804803275,0.0,1.0,44,10,500
1,LE,0.9989376280695436,0.03972910865969446,0.07650719600954276,0.0,1.0,44,10,500
0,DM,0.995928157113331,0.07372723279251778,0.0908870912879093,0.0,1.0,45,10,500
1,LE,0.9948308057448101,0.08240835449274848,0.09736030493622148,0.0,1.0,45,10,500
0,DM,0.9942832014570311,0.08883638315072948,0.08007731678124605,0.0,1.0,46,10,500
1,LE,0.9938599363100752,0.09324337659650826,0.08322294159980571,0.0,1.0,46,10,500
0,DM,0.995606857507861,0.07328014919223716,0.09728602779104727,0.0,1.0,47,10,500
1,LE,0.9934096005523126,0.08587381691546549,0.10462335333470231,0.0,1.0,47,10,500
0,DM,0.9546208877991074,0.2370390169655735,0.15160893568161177,0.0,1.0,48,10,500
1,LE,0.953437425726087,0.24209905091161998,0.15262972824702858,0.0,1.0,48,10,500
0,DM,0.995905508338207,0.06402576463209965,0.08586846512651948,0.0,1.0,49,10,500
1,LE,0.9950301212926171,0.0708409527302777,0.09945030590675719,0.0,1.0,49,10,500
0,DM,0.9861870038673122,0.13117420314325692,0.07294715240265964,0.0,1.5,0,10,500
1,LE,0.9858371911955621,0.13296703121982734,0.0757125718751997,0.0,1.5,0,10,500
0,DM,0.9885675663495213,0.11776744342521647,0.08720467005989858,0.0,1.5,1,10,500
1,LE,0.9893706750354047,0.11287691831371384,0.09907380951280682,0.0,1.5,1,10,500
0,DM,0.9335426866863719,0.3100331836167991,0.1655321981701031,0.0,1.5,2,10,500
1,LE,0.9348107926398792,0.3091926184880037,0.16717095520991165,0.0,1.5,2,10,500
0,DM,0.9705830214322023,0.21692868502829105,0.0762733920262724,0.0,1.5,3,10,500
1,LE,0.9699832660276282,0.21711033207136898,0.07869985108541842,0.0,1.5,3,10,500
0,DM,0.9789535936074363,0.18108348503742705,0.0807545344026542,0.0,1.5,4,10,500
1,LE,0.9784352064374371,0.18291698295248068,0.08182227057377085,0.0,1.5,4,10,500
0,DM,0.9724237793345417,0.1836792847684537,0.0945694695601779,0.0,1.5,5,10,500
1,LE,0.9707520088384938,0.18702367578973583,0.10458968277766517,0.0,1.5,5,10,500
0,DM,0.9836110200343093,0.14810167945853572,0.08334030616540813,0.0,1.5,6,10,500
1,LE,0.9828538155296447,0.15076582818537146,0.08654344432332366,0.0,1.5,6,10,500
0,DM,0.9832537027693379,0.1492417232226944,0.07737735250809556,0.0,1.5,7,10,500
1,LE,0.9826262192841118,0.15336000303992922,0.0796995583353428,0.0,1.5,7,10,500
0,DM,0.9696553920933537,0.18427330698854566,0.1511202631955778,0.0,1.5,8,10,500
1,LE,0.9697961415076156,0.18537941280066725,0.15105965457359807,0.0,1.5,8,10,500
0,DM,0.9759767589046733,0.17755166253951124,0.09582568016385958,0.0,1.5,9,10,500
1,LE,0.9734614725503786,0.18313746114683693,0.1047912230026701,0.0,1.5,9,10,500
0,DM,0.9777207053722485,0.18906054059377736,0.07320815359637162,0.0,1.5,10,10,500
1,LE,0.977605644931402,0.19179318134819803,0.07423326305684722,0.0,1.5,10,10,500
0,DM,0.9812716174624159,0.1620728465787369,0.07555957585963842,0.0,1.5,11,10,500
1,LE,0.9798662917065281,0.16595472836464992,0.08034948105628985,0.0,1.5,11,10,500
0,DM,0.9882756463979183,0.12634271007556833,0.07403125083767545,0.0,1.5,12,10,500
1,LE,0.9881685959364654,0.12444815521585535,0.0748065812102168,0.0,1.5,12,10,500
0,DM,0.9819606735035172,0.16304645000537166,0.08204124860625854,0.0,1.5,13,10,500
1,LE,0.9815068407699616,0.15997272961209846,0.08848577866579813,0.0,1.5,13,10,500
0,DM,0.983607572713762,0.1611630090787217,0.07530213599281112,0.0,1.5,14,10,500
1,LE,0.9815244643459445,0.17564346000129807,0.08275726458547236,0.0,1.5,14,10,500
0,DM,0.9777686441072083,0.1827302075169022,0.07362105777909991,0.0,1.5,15,10,500
1,LE,0.9770725094919004,0.1866525221894243,0.07531629398763982,0.0,1.5,15,10,500
0,DM,0.9763399467676553,0.19716782003682165,0.07390305387587581,0.0,1.5,16,10,500
1,LE,0.9761767779219782,0.19620413117234034,0.07813095748342869,0.0,1.5,16,10,500
0,DM,0.9794402045659945,0.17681895580146373,0.08160320031639796,0.0,1.5,17,10,500
1,LE,0.9796006327818964,0.17709229557947412,0.0839763864048673,0.0,1.5,17,10,500
0,DM,0.9812517901375045,0.16066798379895045,0.09405891876462585,0.0,1.5,18,10,500
1,LE,0.979968207565161,0.1656495119799559,0.09664333915537775,0.0,1.5,18,10,500
0,DM,0.9845392901934499,0.1599709765994295,0.07783341661226689,0.0,1.5,19,10,500
1,LE,0.9849539530776386,0.15852984454811564,0.08362718755568087,0.0,1.5,19,10,500
0,DM,0.9833459391753895,0.16593749669711297,0.07348325921773317,0.0,1.5,20,10,500
1,LE,0.9834268096182732,0.16509507935725243,0.07647324630020116,0.0,1.5,20,10,500
0,DM,0.9862710216385522,0.14085138264182,0.07462536181717816,0.0,1.5,21,10,500
1,LE,0.9868272095099051,0.13756588684732635,0.08022781144606995,0.0,1.5,21,10,500
0,DM,0.9784084098126061,0.17951339586480777,0.07731169229145828,0.0,1.5,22,10,500
1,LE,0.977450034675089,0.18473798100936398,0.08322981843058065,0.0,1.5,22,10,500
0,DM,0.985364365885051,0.14718038583484813,0.0925611010337095,0.0,1.5,23,10,500
1,LE,0.9850206599488849,0.14838338447985888,0.09224381192579882,0.0,1.5,23,10,500
0,DM,0.9865100896346294,0.138319809280591,0.08035275072700941,0.0,1.5,24,10,500
1,LE,0.9875416202466071,0.13437433937374182,0.08510708857248062,0.0,1.5,24,10,500
0,DM,0.979502137848855,0.18529332994421868,0.0760733358577842,0.0,1.5,25,10,500
1,LE,0.9785293919772492,0.18873996099412094,0.08110442974243982,0.0,1.5,25,10,500
0,DM,0.9872070482615164,0.13388455028743546,0.0790106200627613,0.0,1.5,26,10,500
1,LE,0.9876240784880811,0.13306689792887527,0.0824928436192449,0.0,1.5,26,10,500
0,DM,0.9884715789015676,0.12763026418565304,0.07697810439572003,0.0,1.5,27,10,500
1,LE,0.9884378361946646,0.12786791137967163,0.0753303903392614,0.0,1.5,27,10,500
